DATE,HOUR,PRICE
02/05/2017,22,0.02365
02/05/2017,23,0.02291
02/05/2017,24,0.02176
02/06/2017,1,0.02078
02/06/2017,2,0.02061
02/06/2017,3,0.02074
02/06/2017,4,0.02087
02/06/2017,5,0.02198
02/06/2017,6,0.02445
02/06/2017,7,0.02838
02/06/2017,8,0.02713
02/06/2017,9,0.02685
02/06/2017,10,0.02684
02/06/2017,11,0.02653
02/06/2017,12,0.02589
02/06/2017,13,0.02615
02/06/2017,14,0.02514
02/06/2017,15,0.02479
02/06/2017,16,0.02473
02/06/2017,17,0.02627
02/06/2017,18,0.02966
02/06/2017,19,0.02942
02/06/2017,20,0.02782
02/06/2017,21,0.02499
02/06/2017,22,0.02328
02/06/2017,23,0.02187
02/06/2017,24,0.02068
02/07/2017,1,0.01971
02/07/2017,2,0.01925
02/07/2017,3,0.01913
02/07/2017,4,0.01921
02/07/2017,5,0.02037
02/07/2017,6,0.02284
02/07/2017,7,0.02628
02/07/2017,8,0.02489
02/07/2017,9,0.02447
02/07/2017,10,0.02336
02/07/2017,11,0.02277
02/07/2017,12,0.02224
02/07/2017,13,0.02198
02/07/2017,14,0.02164
02/07/2017,15,0.0212
02/07/2017,16,0.0211
02/07/2017,17,0.02306
02/07/2017,18,0.02634
02/07/2017,19,0.02571
02/07/2017,20,0.02435
02/07/2017,21,0.02274
02/07/2017,22,0.02086
02/07/2017,23,0.02078
02/07/2017,24,0.02057
02/08/2017,1,0.01989
02/08/2017,2,0.01933
02/08/2017,3,0.01963
02/08/2017,4,0.02024
02/08/2017,5,0.02153
02/08/2017,6,0.025
02/08/2017,7,0.0288
02/08/2017,8,0.02745
02/08/2017,9,0.02647
02/08/2017,10,0.02645
02/08/2017,11,0.02614
02/08/2017,12,0.02545
02/08/2017,13,0.02516
02/08/2017,14,0.02456
02/08/2017,15,0.024
02/08/2017,16,0.02433
02/08/2017,17,0.02671
02/08/2017,18,0.03146
02/08/2017,19,0.03069
02/08/2017,20,0.02818
02/08/2017,21,0.02505
02/08/2017,22,0.02319
02/08/2017,23,0.02281
02/08/2017,24,0.02363
02/09/2017,1,0.02344
02/09/2017,2,0.02289
02/09/2017,3,0.02283
02/09/2017,4,0.02281
02/09/2017,5,0.02468
02/09/2017,6,0.03162
02/09/2017,7,0.03819
02/09/2017,8,0.0336
02/09/2017,9,0.03232
02/09/2017,10,0.03123
02/09/2017,11,0.02951
02/09/2017,12,0.02813
02/09/2017,13,0.02655
02/09/2017,14,0.02562
02/09/2017,15,0.02499
02/09/2017,16,0.02504
02/09/2017,17,0.02824
02/09/2017,18,0.03432
02/09/2017,19,0.03428
02/09/2017,20,0.03291
02/09/2017,21,0.02937
02/09/2017,22,0.02492
02/09/2017,23,0.0235
02/09/2017,24,0.0222
02/10/2017,1,0.02186
02/10/2017,2,0.02153
02/10/2017,3,0.02175
02/10/2017,4,0.02184
02/10/2017,5,0.02241
02/10/2017,6,0.02997
02/10/2017,7,0.03838
02/10/2017,8,0.03138
02/10/2017,9,0.02835
02/10/2017,10,0.02807
02/10/2017,11,0.02604
02/10/2017,12,0.024
02/10/2017,13,0.02288
02/10/2017,14,0.02232
02/10/2017,15,0.02192
02/10/2017,16,0.02187
02/10/2017,17,0.0229
02/10/2017,18,0.02556
02/10/2017,19,0.02636
02/10/2017,20,0.0245
02/10/2017,21,0.02315
02/10/2017,22,0.02252
02/10/2017,23,0.02136
02/10/2017,24,0.02134
02/11/2017,1,0.02074
02/11/2017,2,0.02075
02/11/2017,3,0.02058
02/11/2017,4,0.0205
02/11/2017,5,0.02047
02/11/2017,6,0.02135
02/11/2017,7,0.02292
02/11/2017,8,0.02448
02/11/2017,9,0.02536
02/11/2017,10,0.02523
02/11/2017,11,0.02503
